codigo_fator,codigo_ocorrencia,fator,aspecto,condicionante,area,detalhe_fator,dia_extracao
12700,38675,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12701,38675,"OUTRO FATOR",***,***,***,,2015-06-19
12707,38677,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12706,38677,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12736,38838,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12734,38838,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12737,38838,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12735,38838,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12738,38838,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14565,40357,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14566,40357,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14564,40357,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12741,38840,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12739,38840,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12740,38840,"PESSOAL DE APOIO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12991,40369,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12989,40369,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12905,40067,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12906,40067,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12790,39015,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12795,39015,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12800,39015,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12793,39015,PERCEPÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12798,39015,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12803,39015,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12791,39015,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12796,39015,"CARACTERÍSTICAS DA TAREFA",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12801,39015,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12794,39015,COMUNICAÇÃO,PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12799,39015,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12804,39015,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12792,39015,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12797,39015,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12802,39015,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14568,38839,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14569,38839,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12744,38841,"OUTRO FATOR",***,***,***,,2015-06-19
12742,38841,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12743,38841,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12746,38842,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12747,38842,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12745,38842,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12778,38896,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12779,38896,"OUTRO FATOR",***,***,***,,2015-06-19
12777,38896,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12712,38816,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12713,38816,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12711,38816,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12724,38820,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12722,38820,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12725,38820,"OUTRO FATOR",***,***,***,,2015-06-19
12723,38820,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12785,38959,"OUTRO FATOR",***,***,***,,2015-06-19
12784,38959,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12721,38819,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12714,38819,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12719,38819,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12717,38819,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12715,38819,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12720,38819,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12718,38819,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12716,38819,"ESTADO EMOCIONAL",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12788,38995,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12786,38995,"PESSOAL DE APOIO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12789,38995,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12787,38995,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12709,38815,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12987,40358,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12710,38815,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12708,38815,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12753,38845,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12768,38856,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12773,38856,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12751,38845,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12756,38845,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12766,38856,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12771,38856,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12776,38856,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12749,38845,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12754,38845,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12769,38856,"INDÍCIOS DE ESTRESSE",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12774,38856,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12752,38845,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12757,38845,"OUTRO FATOR",***,***,***,,2015-06-19
12767,38856,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12772,38856,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12750,38845,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12755,38845,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12765,38856,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12770,38856,"INFLUÊNCIAS EXTERNAS",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12775,38856,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12748,38845,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12764,38855,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12726,38835,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12758,38846,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12731,38835,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12763,38846,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12729,38835,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12761,38846,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12727,38835,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12759,38846,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12730,38835,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12762,38846,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12728,38835,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12760,38846,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12871,39527,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12872,39527,"OUTRO FATOR",***,***,***,"ASPECTO OPERACIONAL",2015-06-19
12870,39527,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12876,39707,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12877,39707,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12875,39707,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12917,40069,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12910,40069,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12915,40069,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12920,40069,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12908,40069,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12913,40069,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12813,39156,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12918,40069,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12911,40069,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12811,39156,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12916,40069,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12909,40069,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12914,40069,"SISTEMAS DE APOIO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12919,40069,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12907,40069,MEMÓRIA,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12912,40069,"ORGANIZAÇÃO DO TRABALHO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12812,39156,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12868,39507,"PESSOAL DE APOIO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12869,39507,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12932,40107,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12931,40107,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12843,39320,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12841,39320,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12842,39320,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12878,39709,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12846,39321,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12844,39321,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12845,39321,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12828,39318,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12833,39318,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12826,39318,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12831,39318,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12829,39318,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12834,39318,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12827,39318,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12832,39318,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12830,39318,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12850,39322,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12855,39322,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12848,39322,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12853,39322,"CULTURA ORGANIZACIONAL",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12858,39322,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12851,39322,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12856,39322,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12849,39322,PERCEPÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12854,39322,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12864,39487,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12847,39322,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12852,39322,"PROCESSOS ORGANIZACIONAIS",PSICOLÓGICO,ORGANIZACIONAL,HUMANO,,2015-06-19
12857,39322,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12838,39319,ATENÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12836,39319,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12839,39319,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12837,39319,MOTIVAÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12835,39319,"ESTADO EMOCIONAL",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12840,39319,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12873,39687,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12874,39687,FABRICAÇÃO,MATERIAL,***,MATERIAL,,2015-06-19
12823,39316,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12821,39316,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12824,39316,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12822,39316,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12820,39316,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12825,39316,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12815,39235,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12814,39235,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12805,39115,PERCEPÇÃO,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12810,39115,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12863,39405,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12808,39115,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12861,39405,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12806,39115,"PROCESSO DECISÓRIO",PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12809,39115,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12862,39405,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12807,39115,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12818,39275,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12819,39275,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12817,39275,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12890,39930,"DIETA INADEQUADA",MÉDICO,***,HUMANO,,2015-06-19
12893,39930,MEDICAMENTO,MÉDICO,***,HUMANO,,2015-06-19
12891,39930,FADIGA,MÉDICO,***,HUMANO,,2015-06-19
12892,39930,INSÔNIA,MÉDICO,***,HUMANO,,2015-06-19
12900,39992,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12898,39992,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12901,39992,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12899,39992,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12860,39385,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12859,39385,"DESVIO DE NAVEGAÇÃO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12895,39933,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12980,40316,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12896,39933,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12894,39933,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12979,40316,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12897,39933,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12888,39916,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12886,39916,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12889,39916,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12887,39916,"ESQUECIMENTO DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12881,39887,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12879,39887,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12882,39887,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12880,39887,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12885,39913,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12883,39913,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12948,40150,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12884,39913,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12947,40150,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12903,39993,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12904,39993,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12902,39993,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12927,40088,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12943,40148,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12930,40088,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12941,40148,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12928,40088,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12944,40148,"POUCA EXPERIÊNCIA DO PILOTO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12942,40148,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12929,40088,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12940,40148,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12946,40149,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12945,40149,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12925,40087,INSTRUÇÃO,OPERACIONAL,***,OPERACIONAL,,2015-06-19
12926,40087,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12924,40087,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12950,40171,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12965,40269,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12949,40171,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12937,40147,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12935,40147,"CONDIÇÕES METEOROLÓGICAS ADVERSAS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12938,40147,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12936,40147,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12934,40147,"APLICAÇÃO DE COMANDOS",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12955,40214,"MANUTENÇÃO DE AERONAVE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12953,40214,"INFLUÊNCIA DO MEIO AMBIENTE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12951,40214,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12956,40214,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12954,40214,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
14549,40214,"PLANEJAMENTO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12952,40214,"INDISCIPLINA DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12957,40214,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12982,40328,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12968,40270,"PESSOAL DE APOIO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12983,40328,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12966,40270,"COORDENAÇÃO DE CABINE",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12981,40328,"INFRAESTRUTURA AEROPORTUÁRIA",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12969,40270,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12984,40328,"SUPERVISÃO GERENCIAL",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12967,40270,"JULGAMENTO DE PILOTAGEM",OPERACIONAL,***,OPERACIONAL,,2015-06-19
12960,40264,"CULTURA DO GRUPO DE TRABALHO",PSICOLÓGICO,PSICOSOCIAL,HUMANO,,2015-06-19
12958,40264,ATITUDE,PSICOLÓGICO,INDIVIDUAL,HUMANO,,2015-06-19
12963,40264,"PLANEJAMENTO DE VOO",OPERACIONAL,***,OPERACIONAL,,2015-06-19
